type,id,lat,lon,brand,shop,city,street,housenumber,postcode
node,8761614593,46.9765256,8.3369996,Denner,supermarket,Stansstad,Bahnhofstrasse,19,6362
node,8769399225,47.1271859,9.0553323,Coop,supermarket,Niederurnen,Ziegelbrückstrasse,16,8867
node,8909514018,47.5605996,7.5942134,Lidl,supermarket,Basel,Rebgasse,20,4058
node,8929311539,47.3853027,8.2187552,Volg,supermarket,Hendschiken,Dintikerstrasse,4a,5604
node,8945062569,46.8035454,7.150201,Migros,supermarket,Fribourg,Rue Louis-d'Affry,2,1701
node,8957257034,47.5001307,8.7861334,Landi,supermarket,Elsau,St. Gallerstrasse,6,8352
node,8959998269,46.9468066,7.39506,Migros,supermarket,Bern,Bethlehemstrasse,40,3027
node,8971682217,46.1868938,7.2973988,Volg,supermarket,Haute-Nendaz,Route de Nendaz,860,1997
node,9006112579,46.6027851,7.1018072,Coop,supermarket,Broc,Rue de Montsalvens,17,1636
node,9006140133,47.5515997,7.5929723,Alnatura,supermarket,Basel,Henric Petri-Strasse,20,4051
node,9020119833,46.2102876,7.257795,Volg,supermarket,Ardon,Rue des Grands-Proz,2b,1957
node,9028829933,46.2252165,7.326543,Denner,supermarket,Sion,Rue de Savoie,63,1950
node,9037951213,46.2236438,7.302606,Migros,supermarket,Conthey,Route des Rottes,15,1964
node,9040336565,47.4773426,8.6992966,Migros,supermarket,Winterthur,Ziegeleiplatz,2,8406
node,9040336566,47.4774267,8.6993803,Denner,supermarket,Winterthur,Ziegeleiplatz,2,8406
node,9040799789,46.2287926,7.3555512,Migros,supermarket,Sion,Avenue de France,14-20,1950
node,9056954858,47.0999003,6.8272492,Denner,supermarket,La Chaux-de-Fonds,Rue Daniel-Jean Richard,23,2300
node,9108173452,46.2965708,7.3966845,Coop,supermarket,Anzère,Route Nord,1,1972
node,9110247063,46.2280572,7.3784558,Migros,supermarket,Sion,Route du Manège,2,1950
node,9110247064,46.2313877,7.3840997,Migros,supermarket,Sion,Avenue Grand-Champsec,30,1950
node,9124792210,47.1121596,6.8347663999999995,Migros,supermarket,La Chaux-de-Fonds,Rue de la Charrière,71,2300
node,9124792211,47.1119253,6.8343372,Denner,supermarket,La Chaux-de-Fonds,Rue de la Charrière,65,2300
node,9137127450,46.2018237,7.2230699,Migros,supermarket,Chamoson,Chemin Neuf,2,1955
node,9138298011,46.2228589,7.3045263,Lidl,supermarket,Conthey,Route des Rottes,38,1964
node,9149840075,46.3041156,7.5375261,Volg,supermarket,Veyras,Avenue St-François,6,3968
node,9176645019,47.4837163,7.7367076,Coop,supermarket,Liestal,Büchelistrasse,10,4410
node,9179980966,46.7743459,7.573237,Migros,supermarket,Uetendorf,Dorfstrasse,21,3661
node,9238986216,47.2283683,8.8201853,Lidl,supermarket,Rapperswil-Jona,Obere Bahnhofstrasse,58,8640
node,9272941755,46.2423838,7.3397305,Coop,supermarket,Savièse,Route de Savièse,43,1965
node,9280034075,46.1724671,7.222089,Denner,supermarket,Riddes,Rue du Village,16,1908
node,9299600732,46.1486723,7.1728465,Migros,supermarket,Saxon,Rue de Gottefrey,38,1907
node,9300641539,47.2288463,8.6743166,ZWIBOL,supermarket,Wädenswil,Seestrasse,105,8820
node,9310797413,47.4537232,9.0394738,Denner,supermarket,Wilen bei Wil,Weidstrasse,4,9535
node,9342792098,46.2846196,7.5164486,Lidl,supermarket,Sierre,Route de Sion,81;83,3960
node,9344765365,47.4980789,8.862151,Denner,supermarket,Elgg,St. Gallerstrasse,18,8353
node,9372989781,47.2110938,7.5019861,Denner,supermarket,Bellach,Gewerbestrasse,1,4512
node,9373000957,47.2125963,7.4967426,Coop,supermarket,Bellach,Dorfstrasse,15,4512
node,9405757651,46.2615778,7.3875993,Coop,supermarket,Grimisuat,Route d'Ayent,19,1971
node,9424019831,46.4406577,6.8933361,Migros,supermarket,Clarens,Rue du Léman,9,1815
node,9438884266,47.2217297,8.1494397,Landi,supermarket,Rickenbach LU,Krümmigasse,3,6221
node,9438887370,46.937714,8.2695824,Coop,supermarket,Alpnach Dorf,Schoriederstrasse,1,6055
node,9438939012,46.898188,7.902112,Landi,supermarket,Wiggen,Unterwiggen,2,6192
node,9438944772,46.9140956,7.9362697,Landi,supermarket,Escholzmatt,Bahnhofstrasse,8,6182
node,9438976607,47.226697,7.8952385,Volg,supermarket,Pfaffnau,Dorfstrasse,32,6264
node,9438976816,47.2273896,7.895653,Migros,supermarket,Pfaffnau,Sagenstrasse,5,6264
node,9438993818,46.8558526,7.9001898,Volg,supermarket,Marbach LU,Dorfstrasse,14,6196
node,9439014978,47.2402226,7.9699868,Denner,supermarket,Reiden,Grossmatte,8,6260
node,9439033547,47.1930318,7.9730598,Spar,supermarket,Nebikon,Vorstatt,6,6244
node,9439044297,47.2505763,7.9703402,Migros,supermarket,Reiden,Hauptstrasse,70,6260
node,9439044298,47.1930299,7.9784459,Denner,supermarket,Nebikon,Egolzwilerstrasse,5a,6244
node,9439075211,47.1698895,7.9910333,Denner,supermarket,Schötz,Luzernerstrasse,11,6247
node,9439167467,47.1307981,8.0006117,Lidl,supermarket,Willisau,Wydematt,1,6130
node,9441387570,47.1515076,8.0228178,Volg,supermarket,Ettiswil,Surseestrasse,23,6218
node,9441389226,47.1850172,8.0200099,Denner,supermarket,Wauwil,Dorfstrasse,3,6242
node,9441540496,46.9795677,8.0510861,Volg,supermarket,Hasle LU,Dorf,12,6166
node,9441619343,47.2347773,8.0740741,Denner,supermarket,Triengen,Bahnhofstrasse,24,6234
node,9441621558,47.1704851,8.0953158,ALDI,supermarket,Sursee,Umfahrungsstrass,1,6210
node,9441621814,47.0586324,8.0740131,Denner,supermarket,Wolhusen,Bahnhofstrasse,5,6110
node,9514259433,46.8802655,7.6139056,Landi,supermarket,Konolfingen,Haldenweg,5,3510
node,9524025385,47.3037001,8.0237319,Volg,supermarket,Uerkheim,Dorfstrasse,58,4813
node,9584570723,46.8815292,8.6159751,Volg,supermarket,Seedorf UR,Dorfstrasse,49,6462
node,9624205242,47.5496452,8.618708999999999,Volg,supermarket,Buch am Irchel,Hauptstrasse,55,8414
node,9642593588,46.7546842,8.0372244,Coop,supermarket,Brienz BE,Hauptstrasse,139b,3855
node,9673788630,47.348567,8.7167858,ALDI,supermarket,Uster,Zürichstrasse,1,8610
node,9767386261,46.3100696,7.7441303,Denner,supermarket,Gampel,Pappelweg,5,3945
node,9861379435,47.0945184,6.8167917,Coop,supermarket,La Chaux-de-Fonds,Avenue Léopold-Robert,151,2300
node,9895305607,47.0826359,8.1270954,Coop,supermarket,Ruswil,Hellbühlerstrasse,8,6017
node,9912766560,46.6390933,6.6358519000000005,Denner,supermarket,Echallens,Rue de Praz-Palud,2,1040
node,9950926547,47.3924041,9.569855,Volg,supermarket,Marbach SG,Staatsstrasse,17,9437
node,9974889755,47.5353752,8.7870901,Landi,supermarket,Rickenbach Sulz,Stationsstrasse,1,8545
node,9985258254,47.5108858,8.7596576,ALDI,supermarket,Winterthur,Guggenbühlstrasse,6,8404
node,9992784518,47.1841643,8.0192818,Coop,supermarket,Wauwil,Glasiweg,2,6242
node,10020091635,46.2832688,6.9406967999999996,Landi,supermarket,Collombey,,35,1868
node,10052066326,46.6609459,6.7954840999999995,Lidl,supermarket,Moudon,Chemin du Devin,17,1510
node,10055632573,46.3834002,6.9207553,Denner,supermarket,Rennaz,Route de Praz-Riond,20,1847
node,10073095221,46.5538036,6.5732414,Lidl,supermarket,Crissier,Chemin de l'Esparcette,5,1023
node,10079901901,47.0433807,7.503616,Landi,supermarket,Jegenstorf,Bernstrasse,62,3303
node,10099037415,47.0426616,8.7039205,"Head, Fischer",supermarket,Alpthal,Brunnistrasse,21,8849
node,10108195140,47.500686,9.4231725,Coop,supermarket,Arbon,Landquartstrasse,86,9320
node,10121859748,46.5224791,6.5291632,Denner,supermarket,Préverenges,Zone Industrielle Le Trési,1,1028
node,10166946863,47.4652296,9.0444226,Denner,supermarket,Wil SG,Johann-Georg-Müller-Strasse,2,9500
node,10173850897,46.2221407,7.297392,Landi,supermarket,Conthey,Route des Rottes,3,1964
node,10177846013,47.3862897,9.2839541,Denner,supermarket,Herisau,Gartenstrasse,2,9100
node,10201681880,46.5282129,6.5673552,Denner,supermarket,Chavannes-près-Renens,Route de la Maladière,6,1022
node,10237639011,46.9279317,9.5358044,Volg,supermarket,Untervaz,Quadergasse,6,7204
node,10245408227,46.5214986,6.6128069,Denner,supermarket,Lausanne,Chemin de la Colline,4,1007
node,10253712057,47.3863448,8.1249064,Denner,supermarket,Hunzenschwil,Hauptstrasse,11,5502
node,10301038396,46.9413577,7.4658141,Migros,supermarket,Bern,Thunstrasse,110,3006
node,10303495270,47.4223971,9.370943,Alnatura,supermarket,St. Gallen,St. Leonhard-Strasse,33,9001
node,10314410558,47.3142708,8.7949454,Migros,supermarket,Wetzikon,Hofstrasse,47,8620
node,10553326106,46.9392521,8.2766782,Landi,supermarket,Alpnach Dorf,Industriestrasse,11,6055
node,10553737847,47.0957897,8.3496778,Spar,supermarket,Buchrain,Unterdorfstrasse,7,6033
node,10553739116,47.1704316,8.2837512,Landi,supermarket,Hochdorf,Huwilstrasse,7,6280
node,10555285945,47.0813155,8.3409309,Denner,supermarket,Ebikon,Zentralstrasse,16,6030
node,10555357402,47.0690828,8.2801478,Lidl,supermarket,Emmenbrücke,Seetalplatz,1,6020
node,10555634728,47.1728579,8.1028476,Denner,supermarket,Sursee,Bahnhofstrasse,28,6210
node,10557622311,47.1324075,8.3192433,Volg,supermarket,Eschenbach LU,Rothenburgstrasse,3,6274
node,10557654804,47.1981276,8.109064,Volg,supermarket,Geuensee,Chäppelimatt,8,6232
node,10557665546,47.1491912,8.2296843,Volg,supermarket,Hildisrieden,Luzernerstrasse,17a,6024
node,10557674273,47.1224596,8.3509557,Volg,supermarket,Inwil,Hauptstrasse,37,6034
node,10558398727,47.2084458,8.1907208,Landi,supermarket,Beromünster,Aargauerstrasse,11,6215
node,10558421680,47.1731701,8.1035732,Coop,supermarket,Sursee,Bahnhofstrasse,26,6210
node,10558595349,47.0342305,8.2729783,ALDI,supermarket,Kriens,Hobacherweg,2,6010
node,10576208582,47.0550668,8.343748,Spar,supermarket,Luzern,Würzenbachstrasse,19,6006
node,10576450246,47.0468259,8.3739435,Coop,supermarket,Meggen,Am Dorfplatz,5,6045
node,10576520414,47.1629398,8.1044267,Landi,supermarket,Oberkirch LU,Schellenrain,11,6208
node,10576654631,47.0938516,8.2690433,Spar,supermarket,Rothenburg,Stationsstrasse,9,6023
node,10578228087,47.036103,8.1458703,Volg,supermarket,Schachen LU,Kantonsstrasse,5,6105
node,10584145622,47.4065465,7.5413247,Coop,supermarket,Breitenbach,Neumattstrasse,1,4226
node,10688984431,47.5635444,8.8798718,ALDI,supermarket,Frauenfeld,Wespenstrasse,16,8500
node,10711459945,47.3699617,8.5091748,Coop,supermarket,Zürich,Birmensdorferstrasse,310,8055
node,10786799087,47.1641239,9.4725125,Migros,supermarket,Buchs,Churerstrasse,10,9470
node,10787280885,46.3094614,7.9698577,Migros,supermarket,Brig-Glis,Kantonsstrasse,58,3902
node,10787882859,46.6237528,7.0573013,Migros,supermarket,Bulle,Rue Château d'En-Bas,2,1630
node,10814018168,47.3542123,8.4367367,Migros,supermarket,Birmensdorf (ZH),Zürcherstrasse,15,8903
node,10814018169,47.3538566,8.4367165,Coop,supermarket,Birmensdorf (ZH),Zürcherstrasse,9,8903
node,10982669725,47.349781899999996,8.25869,ALDI,supermarket,Villmergen,Grenzweg,3,5612
node,11025130806,47.0593006,7.6206969,Denner,supermarket,Burgdorf,Lyssachstrasse,27,3400
node,11049758254,47.3383269,8.520261,Spar,supermarket,Zürich,Spinnereiplatz,4,8041
node,11096932868,46.3090254,7.9691066,Denner,supermarket,Brig-Glis,Kantonsstrasse,58,3902
