type,id,lat,lon,brand,shop,city,street,housenumber,postcode
node,36726161,47.2261912,8.9803292,Migros,supermarket,Uznach,Zürcherstrasse,25,8730
node,39947904,47.3767316,8.5421608,Coop,supermarket,Zürich,Bahnhofbrücke,1,8001
node,48932835,47.37502,8.522895,Migros,supermarket,Zürich,Wengistrasse,7,8004
node,70656488,47.4918744,8.7064484,Migros,supermarket,Winterthur,Zürcherstrasse,102,8406
node,75749133,47.3409666,8.5306007,ALDI,supermarket,Zürich,Albisstrasse,81,8038
node,79977755,47.3400698,8.5305461,Coop,supermarket,Zürich,Alte Kalchbühlstrasse,15,8038
node,83330862,47.3447487,8.5299814,Migros,supermarket,Zürich,Etzelstrasse,3,8038
node,94635618,47.1820486,7.9825542,ALDI,supermarket,Schötz,Schürmatt,5,6247
node,97995346,47.0947404,9.0745369,Spar,supermarket,Mollis,Bahnhofstrasse,4,8753
node,119249170,47.3752549,8.5361073,Migros,supermarket,Zürich,Löwenstrasse,31-35,8001
node,124140239,47.2414948,8.7183709,ALDI,supermarket,Stäfa,Häldelistrasse,11,8712
node,124140551,47.2406357,8.7239602,Migros,supermarket,Stäfa,Goethestrasse,18,8712
node,124141245,47.241531,8.724530099999999,Coop,supermarket,Stäfa,Kronenstrasse,4-6,8712
node,185627927,47.3871106,8.1771397,Migros,supermarket,Lenzburg,Bachstrasse,15,5600
node,206357901,47.0544427,8.3398988,Migros,supermarket,Luzern,Kreuzbuchstrasse,53,6006
node,220030477,47.501665,8.0324095,Aldi,supermarket,Frick,Hauptstrasse,132,5070
node,243155987,47.520631,7.6937067,Migros,supermarket,Pratteln,Burggartenstrasse,21,4133
node,246533376,47.5189532,8.720071,Migros,supermarket,Winterthur,Schaffhauserstrasse,152,8400
node,246803579,46.7677766,9.0624868,Volg,supermarket,Breil/Brigels,Via Principala,36,7165
node,248973330,47.2036113,9.3503443,Spar,supermarket,Wildhaus,Dorf,3,9658
node,251364444,47.567643,9.1108744,Migros,supermarket,Weinfelden,Amriswilerstrasse,12,8570
node,253909831,47.3773676,9.5378606,Migros,supermarket,Altstätten,Stossstrasse,2,9450
node,262400822,47.3640724,8.5309446,Migros,supermarket,Zürich,Tessinerplatz,10,8002
node,264065177,47.4135249,8.5918701,Migros,supermarket,Wallisellen,Bahnhofstrasse,30,8304
node,264072829,47.4673262,8.293462,VOI Migros Partner,supermarket,Baden,Mellingerstrasse,142,5400
node,265776668,47.376417000000004,8.5595945,Coop,supermarket,Zürich,Zürichbergstrasse,75,8044
node,266571580,47.4821521,8.2094058,Migros,supermarket,Brugg,Neumarkt,1,5200
node,266630559,47.3777162,8.5112192,Coop,supermarket,Zürich,Badenerstrasse,333,8003
node,266644613,47.1688761,7.9926369,Coop,supermarket,Schötz,Luzernerstrasse,27,6247
node,266914642,47.2603539,8.5972571,Migros,supermarket,Horgen,Alte Landstrasse,24,8810
node,267344304,47.3883215,8.4965956,ALDI,supermarket,Zürich,Hohlstrasse,473,8048
node,267345511,47.3858089,8.516573900000001,Coop,supermarket,Zürich,Maagplatz,1,8005
node,267346993,47.3855977,8.5314709,Migros,supermarket,Zürich,Limmatstrasse,152,8005
node,267468996,47.3648716,8.521006,Coop,supermarket,Zürich,Uetlibergstrasse,20,8045
node,268603429,47.36736,8.5461737,Coop,supermarket,Zürich,Theaterstrasse,18,8001
node,269050379,47.3544624,8.7132591,Migros,supermarket,Uster,Winterthurerstrasse,18,8610
node,269616490,46.5104626,6.4978122,Coop,supermarket,Morges,Rue des Fossés,4,1110
node,269616499,46.5098409,6.4944953,Migros,supermarket,Morges,Rue de la Gare,19,1110
node,270692983,47.3579403,8.5546463,Coop,supermarket,Zürich,Seefeldstrasse,123,8008
node,270958272,47.3583667,8.5540739,Migros,supermarket,Zürich,Seefeldstrasse,111-113,8008
node,271028298,47.3656781,8.5480408,Migros,supermarket,Zürich,Falkenstrasse,19-21,8008
node,271028686,47.3667726,8.5480794,Coop,supermarket,Zürich,Stadelhoferstrasse,10,8001
node,271029206,47.3645956,8.5538464,Migros,supermarket,Zürich,Kreuzplatz,20,8032
node,271029581,47.3643,8.5551291,Coop,supermarket,Zürich,Forchstrasse,4,8008
node,273942728,47.3576104,8.5713693,Migros,supermarket,Zürich,Forchstrasse,260,8008
node,274079274,46.5059315,6.6885514,Coop,supermarket,Lutry,Route de l'Ancienne Ciblerie,2,1095
node,274598110,47.4926707,7.5943412,Migros,supermarket,Reinach BL,Herrenweg,11,4153
node,274716412,47.4200323,7.501762,Migros,supermarket,Laufen,Bahnhofstrasse,4,4242
node,274824641,47.3689582,8.5413011,Lidl,supermarket,Zürich,Fraumünsterstrasse,16,8001
node,276363821,47.4188884,8.5056989,Coop,supermarket,Zürich,Wehntalerstrasse,549,8046
node,276847742,47.4356824,9.3920818,Migros,supermarket,St. Gallen,Bachstrasse,29,9008
node,277204947,47.1755809,8.9022254,Coop,supermarket,Siebnen,Stockbergstrasse,1,8854
node,277204951,47.1759674,8.901942,Denner,supermarket,Siebnen,Glarnerstrasse,43,8854
node,279155943,47.1656305,8.2917405,Migros,supermarket,Hochdorf,Hauptstrasse,5,6280
node,280130028,47.1554921,9.0396663,ALDI,supermarket,Schänis,Säumergutstrasse,3,8718
node,280528081,46.9561025,7.4467039,Migros,supermarket,Bern,Dammweg,9,3013
node,281041474,47.2037134,8.6838242,Coop,supermarket,Richterswil,Obermattstrasse,7,8805
node,281442993,47.2084598,8.7057527,Coop,supermarket,Richterswil,Poststrasse,14b,8805
node,281761435,46.8974507,8.2511311,Coop,supermarket,Sarnen,Marktstrasse,32,6060
node,282021895,46.5079638,6.6248618,Migros,supermarket,Lausanne,avenue de Rhodanie,2,1007
node,282874901,47.4768338,8.3085492,Migros,supermarket,Baden,Bahnhofstrasse,40/42,5400
node,283103824,47.3936485,8.529543499999999,Coop,supermarket,Zürich,Scheffelstrasse,12,8037
node,283126967,47.392539,8.5245566,Coop,supermarket,Zürich,Röschibachstrasse,22,8037
node,283662654,47.4083114,7.542603,Migros,supermarket,Breitenbach,Laufenstrasse,4,4226
node,286905575,46.2988807,7.0547305,Migros,supermarket,Villars-sur-Ollon,Rue Centrale,99,1884
node,287465898,47.5472376,7.5536153,Migros,supermarket,Allschwil,Spitzwaldstrasse,215,4123
node,290331752,46.5116006,6.6597671,Migros,supermarket,Pully,Chemin du Pré-de-la-Tour,3,1009
node,291092161,46.7800543,6.6357906,Coop,supermarket,Yverdon-les-Bains,Rue d'Orbe,1,1400
node,291379304,47.0202366,8.651667,Coop,supermarket,Schwyz,Oberer Steisteg,2,6430
node,293487431,46.7811874,6.6349389,Migros,supermarket,Yverdon-les-Bains,Rue de Neuchâtel,3,1400
node,293606027,47.5283007,8.4665709,Volg,supermarket,Stadel b. Niederglatt,Zürcherstrasse,5,8174
node,295262648,47.5024247,7.5960558,Migros,supermarket,Reinach BL,Niederbergstrasse,1,4153
node,295943800,47.5403596,9.1825256,Migros,supermarket,Sulgen,Hauptstrasse,3,8583
node,298476455,46.7444501,7.6138807,Migros,supermarket,Thun,Talackerstrasse,62,3604
node,298540222,47.2892115,8.539786,Coop,supermarket,Langnau am Albis,Höflistrasse,7,8135
node,298540226,47.2913031,8.5377603,Migros,supermarket,Langnau am Albis,Hintere Grundstrasse,2,8135
node,298540370,47.2942957,8.5639941,Migros,supermarket,Thalwil,Alte Landstrasse,130,8800
node,299311873,46.6242026,8.0352078,Coop,supermarket,Grindelwald,Dorfstrasse,101,3818
node,300332412,47.3738098,8.6410653,Migros,supermarket,Fällanden,Unterdorfstrasse,2,8117
node,301656130,47.3685372,8.7809413,Migros,supermarket,Pfäffikon ZH,Turmstrasse,9,8330
node,301815692,47.3728259,8.5294871,Denner,supermarket,Zürich,Werdstrasse,36,8004
node,302821909,47.3494071,8.2724788,Migros,supermarket,Wohlen,Bahnhofstrasse,7,5610
node,303310841,47.3679847,8.8775826,Migros,supermarket,Bauma,Heinrich Gujerstrasse,10,8494
node,305708461,47.4442213,8.6265829,Denner,supermarket,Bassersdorf,Klotenerstrasse,26,8303
node,305726027,47.4533937,8.6353888,Landi,supermarket,Nürensdorf,Eigentalstrasse,51,8309
node,308188423,47.1865987,7.7037027,Migros,supermarket,Herzogenbuchsee,Bernstrasse,33,3360
node,309289260,46.6390803,6.6357033,Migros,supermarket,Echallens,Rue de Praz-Palud,2,1040
node,309442624,47.4501764,8.32741,Migros,supermarket,Neuenhof,Zürcherstrasse,19,5432
node,310133197,47.4195222,8.548286,Migros,supermarket,Zürich,Schaffhauserstrasse,470,8052
node,310789073,47.3748981,8.5234086,Denner,supermarket,Zürich,Wengistrasse,7,8004
node,310859990,47.4799969,8.485237099999999,Migros,supermarket,Niederhasli,Dorfstrasse,20,8155
node,312012094,47.4114322,8.5264773,Denner,supermarket,Zürich,Regensbergstrasse,309,8050
node,312649536,47.2300812,8.6725008,Coop,supermarket,Wädenswil,Zugerstrasse,6,8820
node,312649674,47.2290212,8.6678724,Migros,supermarket,Wädenswil,Oberdorfstrasse,27,8820
node,312649975,47.2282697,8.668826,Denner,supermarket,Wädenswil,Oberdorfstrasse,21,8820
node,312838980,47.3791999,8.5087992,Migros,supermarket,Zürich,Badenerstrasse,376,8004
node,313026968,47.3758009,8.5174447,Coop,supermarket,Zürich,Badenerstrasse,244,8004
node,317283183,47.2439416,8.4636498,Volg,supermarket,Mettmenstetten,Albisstrasse,3,8932
node,317466812,46.873158,7.5601521,Migros,supermarket,Münsingen,Bahnhofplatz,5,3110
node,321216008,47.0810256,8.271125,Coop,supermarket,Emmenbrücke,Erlenstrasse,4,6020
node,321302285,47.3944387,8.7764573,Spar,supermarket,Russikon,Kirchgasse,1,8332
node,321361643,47.3925525,8.5384284,Migros,supermarket,Zürich,Schaffhauserstrasse,75,8057
node,321361788,47.395724799999996,8.5404707,Coop,supermarket,Zürich,Milchbuckstrasse,1-5,8057
node,321491564,47.1427895,7.2718688,VOI Migros Partner,supermarket,Biel/Bienne,Schollstrasse,2,2504
node,321947542,47.3841236,8.5317649,Denner,supermarket,Zürich,Fierzgasse,18,8005
node,323233592,47.4943127,7.6184992000000005,Migros,supermarket,Arlesheim,Postplatz,7,4144
node,323236507,47.4942966,8.3410211,Coop,supermarket,Ehrendingen,Dorfstrasse,19,5420
node,323254505,47.1448936,8.431358,Denner,supermarket,Rotkreuz,Sunneblick,31,6343
node,325124472,47.2811857,8.4043892,Volg,supermarket,Ottenbach,Dorfplatz,3,8913
node,331165091,47.019854,7.4447224,Coop,supermarket,Münchenbuchsee,Oberdorfstrasse,39,3053
node,335990607,47.5852901,7.6517854,Migros,supermarket,Riehen,Webergässchen,8,4125
node,336325220,46.7253107,9.557656099999999,Spar,supermarket,Lenzerheide/Lai,Voa Principala,27,7078
node,339200033,46.897311,8.2473472,Spar,supermarket,Sarnen,Lindenhof,7,6060
node,341936626,47.5018288,8.4056858,Volg,supermarket,Oberweningen,Dorfstrasse,3,8165
node,341936868,47.5074632,8.3806782,Volg,supermarket,Niederweningen,Alte Poststrasse,2,8166
node,352860119,47.3701218,8.5200924,Migros,supermarket,Zürich,Birmensdorferstrasse,140,8003
node,354481720,46.1077139,7.9262613,Coop,supermarket,Saas-Fee,Untere Dorfstrasse,41,3906
node,354543032,47.349994,8.7151342,Migros,supermarket,Uster,Zürichstrasse,20,8610
node,357198361,46.4039727,8.1355456,Migros,supermarket,Fiesch,Furkastrasse,46,3984
node,357299658,46.292416,7.8802315,Coop,supermarket,Visp,Kantonsstrasse,1,3930
node,359700173,46.7283941,9.5537087,Volg,supermarket,Lenzerheide/Lai,Voa Sporz,12,7078
node,365340184,47.1274508,7.9971057,Coop,supermarket,Willisau,Ettiswilerstrasse,37,6130
node,366139633,47.5526701,7.5927128,Migros,supermarket,Basel,Aeschenvorstadt,24,4051
node,367106145,46.011489,8.9665646,Denner,supermarket,Viganello,Via alla Chiesa,3,6962
node,368013311,47.2140067,8.0945231,Volg,supermarket,Büron,Schlierbacherstrasse,1,6233
node,372802218,47.4826186,7.7360487,Migros,supermarket,Liestal,Kasernenstrasse,8,4410
node,374322535,47.1350027,8.6131199,Coop,supermarket,Oberägeri,Hauptstrasse,15,6315
node,384874978,46.999906,8.6089199,Denner,supermarket,Brunnen,Bahnhofplatz,19,6440
node,385102716,47.0829436,8.3436961,Coop,supermarket,Ebikon,Zentralstrasse,34,6030
node,385235761,47.0559837,8.0703718,Migros,supermarket,Wolhusen,Entlebucherstrasse,36,6110
node,386270747,47.253025,8.6957963,Migros,supermarket,Männedorf,Alte Landstrasse,262,8708
node,390507903,46.028183,7.1441742,Volg,supermarket,Orsières,rue du Châtelard,24,1937
node,391914330,46.9695609,9.6876381,Volg,supermarket,Schiers,Dorfstrasse,42,7220
node,393982223,47.171496,8.5145777,Coop,supermarket,Zug,Bundesplatz,11,6300
node,394819083,47.5216609,7.6074542,Migros,supermarket,Münchenstein,Kaspar Pfeiffer-Strasse,2,4142
node,401590212,47.3526298,8.3496696,Migros,supermarket,Bremgarten AG,Zufikerstrasse,2,5620
node,409618104,47.0569221,7.6293304,Coop,supermarket,Burgdorf,Sägegasse,14,3400
node,411856639,47.461716,8.9985297,Denner,supermarket,Sirnach,Wilerstrasse,6,8370
node,413401528,47.4570259,7.743167,Migros,supermarket,Bubendorf,Grüngenstrasse,1,4416
node,413621232,47.0718025,8.3645211,Coop,supermarket,Adligenswil,Im Zentrum,3,6043
node,415732099,46.5342463,6.5648357,Migros,supermarket,Ecublens (VD),Chemin du Croset,7,1024
node,420847626,47.4031872,8.40575,ALDI,supermarket,Dietikon,Zürcherstrasse,5,8953
node,421617678,47.1362624,8.1920591,VOI,supermarket,Sempach,Oberstadt,6,6204
node,427050153,47.4214003,8.4115391,VOI Migros Partner,supermarket,Geroldswil,Huebwiesenstrasse,26b,8954
node,427914141,47.1743497,8.0987534,Lidl,supermarket,Sursee,Buchenstrasse,2,6210
node,430270006,46.9634938,7.4818402,Aldi,supermarket,Ostermundigen,Milchstrasse,2,3072
node,430491496,47.5673113,9.0945075,Migros,supermarket,Weinfelden,Weststrasse,27-29,8570
node,433905577,47.3203453,8.5218139,Denner,supermarket,Adliswil,Soodstrasse,52,8134
node,434348269,46.1557134,8.7714078,Coop,supermarket,Ascona,Via Buonamano,1,6612
node,436612951,47.1178035,8.391826,Coop,supermarket,Root,Bahnhofstrasse,17,6037
node,438261303,46.955334,7.433628,Migros,supermarket,Bern,Zähringerstrasse,43,3012
node,440814822,47.4231267,8.4992903,Spar,supermarket,Zürich,Wehntalerstrasse,634,8046
node,442702205,47.0778381,8.275256,Migros,supermarket,Emmenbrücke,Sonnenplatz,1,6020
node,445350477,47.4667218,9.4211675,Volg,supermarket,Mörschwil,St. Gallerstrasse,17,9402
node,445505361,47.3811497,8.6839028,Aldi,supermarket,Volketswil,Usterstrasse,51,8604
node,448564067,47.5685953,8.5233655,Migros-Outlet,supermarket,Eglisau,Sandgruebstrasse,1,8193
node,448941788,46.6344598,8.5963576,Coop,supermarket,Andermatt,Gotthardstrasse,30,6490
node,450879978,47.2783381,8.4538088,Migros,supermarket,Affoltern am Albis,Oberdorfstrasse,4,8910
node,451720086,47.3580599,8.5173007,Migros,supermarket,Zürich,Giesshübelstrasse,65,8045
node,452160401,47.4115497,8.5280301,Spar,supermarket,Zürich,Regensbergstrasse,300,8050
node,452715384,47.4204198,8.5082174,Migros,supermarket,Zürich,Jonas-Furrer-Strasse,21,8046
node,452715388,47.4199085,8.5080891,Denner,supermarket,Zürich,In Böden,174,8046
node,453138896,47.5741296,8.2558575,Migros,supermarket,Döttingen,Hauptstrasse,17,5312
node,454141500,46.9411222,7.4185719,VOI,supermarket,Bern,Könizstrasse,60,3008
node,456364553,47.318895,8.419871,Volg,supermarket,Arni,Staldenstrasse,3,8905
node,457133149,47.4105711,8.5430953,Migros,supermarket,Zürich,Hofwiesenstrasse,350-354,8050
node,457555818,47.1284908,7.5585463,Migros,supermarket,Utzenstorf,Hauptstrasse,39,3427
node,459828128,46.9561006,8.5149349,Volg,supermarket,Emmetten,Hinterhostattstrasse,4,6376
node,469723663,47.6111515,8.7261239,Volg,supermarket,Ossingen,Mitteldorfstrasse,21,8475
node,470217716,47.3847889,8.527125,Coop,supermarket,Zürich,Röntgenstrasse,48,8005
node,471582356,47.5355703,7.7322033999999995,Denner,supermarket,Kaiseraugst,Giebenacherstrasse,58,4303
node,475204190,47.2408037,8.9199459,Coop,supermarket,Eschenbach,Obergass,15,8733
node,475204274,47.2404474,8.9230386,Denner,supermarket,Eschenbach SG,Rickenstrasse,8,8733
node,475204307,47.240999,8.9239856,Migros,supermarket,Eschenbach SG,Rickenstrasse,12,8733
node,479283559,47.0199856,7.4512598,Migros,supermarket,Münchenbuchsee,Bernstrasse,14,3053
node,479749016,47.0282494,7.6331999,ALDI,supermarket,Oberburg,Ziegelgutstrasse,16,3414
node,480274029,47.3937084,8.5292465,Migros,supermarket,Zürich,Scheffelstrasse,3,8037
node,480357406,47.3988666,8.5326286,Denner,supermarket,Zürich,Hofwiesenstrasse,135,8057
node,482763774,47.4137334,8.5390336,ALDI,supermarket,Zürich,Binzmühlestrasse,102,8050
node,485804081,47.5572957,8.4359398,Volg,supermarket,Weiach,Stadlerstrasse,4,8187
node,489771088,46.9422469,7.4531136,Migros,supermarket,Bern,Thunstrasse,18,3005
node,490962848,47.2677785,8.2605319,Volg,supermarket,Schongau,Mettmenstrasse,5,6288
node,496145119,46.967174299999996,8.5848827,Volg,supermarket,Seelisberg,Tanzplatz,4,6377
node,497729467,47.6032029,9.0050386,Volg,supermarket,Müllheim Dorf,Kreuzlingerstrasse,18,8555
node,500060387,47.5553188,7.7977519,Migros,supermarket,Rheinfelden,Lindenstrasse,3,4310
node,506053167,46.8522999,9.5346368,Coop,supermarket,Chur,Quaderstrasse,36,7000
node,506065975,46.8516483,9.5275214,Migros,supermarket,Chur,Gäuggelistrasse,28,7000
node,506648228,47.0431572,8.3115279,Denner,supermarket,Luzern,Brünigstrasse,16,6005
node,506648661,47.0423384,8.3168248,Migros,supermarket,Luzern,Tribschenstrasse,66,6005
node,508690458,47.233920499999996,7.6552738,VOI Migros Partner,supermarket,Wangen an der Aare,Vorstadt,14,3380
node,514589840,46.9592975,7.4551531,Coop,supermarket,Bern,Stauffacherstrasse,2,3014
node,515963223,47.4050955,8.4020814,Migros,supermarket,Dietikon,Löwenstrasse,28,8953
node,528141420,47.1237589,7.9948675,Migros,supermarket,Willisau,Ettiswilerstrasse,14,6130
node,529952282,46.9369871,7.4750949,Migros,supermarket,Bern,Egghölzlistrasse,1,3006
node,529971961,47.1731419,8.5183034,Migros,supermarket,Zug,Baarerstrasse,22,6300
node,529972279,47.1709854,8.5164346,Coop,supermarket,Zug,Baarerstrasse,6,6300
node,531435952,47.1406278,8.4271575,Coop,supermarket,Rotkreuz,Luzernerstrasse,8,6343
node,534632457,46.9374546,7.4760187,Coop,supermarket,Bern,Weltpoststrasse,20,3015
node,536500228,47.0591662,7.6208073,Migros,supermarket,Burgdorf,Lyssachstrasse,27,3400
node,536764783,46.9394084,7.4808596,Denner,supermarket,Bern,Jupiterstrasse,15,3015
node,536764788,46.9395786,7.4812674,Migros,supermarket,Bern,Jupiterstrasse,15,3015
node,540757239,46.9657564,7.4636343,Migros,supermarket,Bern,Wankdorffeldstrasse,71,3014
node,540988144,47.4693583,7.5955183,Coop,supermarket,Aesch,Hauptstrasse,95,4147
node,540988152,47.4691204,7.5954926,Migros,supermarket,Aesch BL,Hauptstrasse,95,4147
node,544246178,47.2941009,8.2442351,Migros,supermarket,Fahrwangen,Hintergasse,12,5615
node,546161433,47.3617716,8.5149344,Lidl,supermarket,Zürich,Grubenstrasse,28,8045
node,546884750,47.4016795,8.0444212,VOI Migros Partner,supermarket,Rombach,Bibersteinerstrasse,4,5022
node,548919417,47.5068626,8.7122083,Migros,supermarket,Winterthur,Wülflingerstrasse,71,8400
node,561017124,47.3979838,8.6177326,Migros,supermarket,Dübendorf,Unterdorfstrasse,7,8600
node,563138869,46.9454484,7.4628317,VOI,supermarket,Bern,Schosshaldenstrasse,16,3006
node,566472206,47.2099754,8.7038152,Denner,supermarket,Richterswil,Rosengartenstrasse,4,8805
node,568021839,46.9979566,7.4603159,ALDI,supermarket,Zollikofen,Bernstrasse,160,3052
node,574611567,46.5522762,9.3236033,Volg,supermarket,Splügen,Splügenpassstrasse,1a,7435
node,583655442,46.9536697,7.4546054,VOI,supermarket,Bern,Viktoriastrasse,49,3013
node,584796979,47.5560278,7.5813063,Migros,supermarket,Basel,Schützenmattstrasse,27,4051
node,588346336,47.2038879,7.5401957,ALDI,supermarket,Solothurn,Dornacherstrasse,26,4500
node,594574148,47.1728168,8.1021662,Migros,supermarket,Sursee,Bahnhofstrasse,28,6210
node,597610054,47.4073439,9.6290194,Migros,supermarket,Widnau,Bahnhofstrasse,2,9443
node,598704140,46.6417695,6.6310578,Coop,supermarket,Echallens,Route d'Orbe,4,1040
node,598706341,47.363496,7.346629,Migros,supermarket,Delémont,Rue de la Maltière,12,2800
node,601509798,46.9971474,7.4587272,Coop,supermarket,Zollikofen,Märitgasse,1,3052
node,602843372,46.8369492,9.4520372,Coop,supermarket,Domat/Ems,Via Nova,96,7013
node,612820572,46.2358664,7.3597285,Migros,supermarket,Sion,Avenue Ritz,31,1950
node,614828024,47.4034212,8.5893605,Coop,supermarket,Zürich,Hirzenbachstrasse,40,8051
node,614862188,46.9635406,7.4651959,Coop;wikidata=Q432564,supermarket,Bern,Papiermühlestrasse,85,3014
node,619538054,47.3746041,8.0776608,Denner,supermarket,Suhr,Mittlere Dorfstrasse,7,5034
node,620055074,46.9795577,8.337829,Volg,supermarket,Stansstad,Dorfplatz,15,6362
node,622099197,47.3704893,8.4927577,VOI Migros Partner,supermarket,Zürich,Letzigraben,239,8047
node,623262439,47.178359,9.4680905,Lidl,supermarket,Buchs SG,Eichenaustrasse,35,9470
node,623872888,47.2519351,8.7695926,Migros,supermarket,Hombrechtikon,Rütistrasse,16,8634
node,626075409,46.2010562,6.1399565,VOI,supermarket,Genève,Place du Cirque,2,1204
node,629208307,47.5098844,7.554625,Migros,supermarket,Oberwil BL,Mühlemattstrasse,18,4104
node,631092302,46.187479,6.1046981,Coop,supermarket,Onex,Rue des Bossons,17-19,1213
node,632708467,47.1814359,8.4617688,Coop,supermarket,Cham,Seehofstrasse,14,6330
node,635745470,46.9399952,7.4409008,ALDI,supermarket,Bern,Eigerstrasse,82,3007
node,639144592,47.4037955,8.573042300000001,Migros,supermarket,Zürich,Winterthurerstrasse,524,8051
node,647715625,46.782426,9.6797876,Denner,supermarket,Arosa,Poststrasse,52,7050
node,651273252,47.3732882,8.5305624,Coop,supermarket,Zürich,Badenerstrasse,15,8004
node,651644038,47.3916942,8.046187,Migros,supermarket,Aarau,Igelweid,18,5000
node,659862626,47.3758956,8.4870255,Coop,supermarket,Zürich,Albisriederstrasse,334,8047
node,660174913,47.1963548,8.4828142,Coop,supermarket,Steinhausen,Bahnhofstrasse,7,6312
node,660455574,47.4371841,9.4051513,Migros,supermarket,St. Gallen,Rorschacherstrasse,249,9016
node,661056247,47.5623042,7.5728438,Migros,supermarket,Basel,Burgfelderstrasse,11,4055
node,661995247,47.4673647,8.3244562,Migros,supermarket,Wettingen,Landstrasse,69,5430
node,664446565,47.2737527,8.914786,Coop,supermarket,wald,Bahnhofstrasse,33,8636
node,667410777,46.9400687,7.4319625,Migros,supermarket,Bern,Seftigenstrasse,1,3007
node,668900326,47.2034641,7.5603451,Migros,supermarket,Zuchwil,Hauptstrasse,60-62,4528
node,668943412,47.0614224,8.3083616,Coop,supermarket,Luzern,Maihofstrasse,1,6006
node,668977849,46.8809204,8.6454171,Coop,supermarket,Altdorf,Hellgasse,3,6460
node,687015806,46.6264989,10.4458018,Volg,supermarket,Müstair,Via Maistra,61,7537
node,688621578,46.2040409,6.1245627,Coop,supermarket,Genève,Avenue du Devin-du-Village,1,1203
node,692089430,47.1507455,8.1682118,Volg,supermarket,Eich,Botenhofstrasse,2,6205
node,696965320,47.5025036,7.7272671,Denner,supermarket,Füllinsdorf,Hauptstrasse,2,4414
node,702374477,47.1350486,7.2443027,Migros,supermarket,Biel/Bienne,Bahnhofstrasse,15,2502
node,702400147,47.1897028,7.3991810000000005,Migros,supermarket,Grenchen,Freiestrasse,10,2540
node,704656423,47.6988386,8.6340912,Migros,supermarket,Schaffhausen,Bahnhofstrasse,56-58,8200
node,707688653,47.5690946,7.5796433,Coop,supermarket,Basel,Elsässerstrasse,36,4056
node,707688659,47.5683624,7.5794364,Migros,supermarket,Basel,Mülhauserstrasse,70-72,4056
node,713981267,46.837599,8.1860203,Coop,supermarket,Giswil,Brünigstrasse,42,6074
node,726288113,46.9332941,7.5041936,Migros,supermarket,Gümligen,Turbenweg,1,3073
node,729897788,47.2686992,8.6463179,Coop,supermarket,Meilen,Dorfstrasse,140,8706
node,732594357,47.2650506,9.1207326,Migros,supermarket,Ebnat-Kappel,Kapplerstrasse,16,9642
node,738901518,47.2152081,7.9867443,Denner,supermarket,Dagmersellen,Baselstrasse,26,6252
node,738901527,47.2121507,7.9903016000000004,Coop,supermarket,Dagmersellen,Luzernerstrasse,6,6252
node,760692391,46.5293757,6.6305889,Coop,supermarket,Lausanne,Rue de la Pontaise,14,1018
node,761492253,47.5586733,7.6018528,Migros,supermarket,Basel,Grenzacherstrasse,62-64,4058
node,763322810,47.3347288,8.529589,VOI,supermarket,Zürich,Paradiesstrasse,3,8038
node,764528274,47.3925901,8.0585382,ALDI,supermarket,Aarau,Industriestrasse,1,5000
node,765330266,47.3028814,8.0476665,Migros,supermarket,Schöftland,Picardiestrasse,3,5040
node,765567648,47.3737558,8.5376871,ALDI,supermarket,Zürich,Sihlstrasse,3,8001
node,766705800,47.4134214,8.5405759,Coop,supermarket,Zürich,Sophie-Taeuber-Strasse,4,8050
node,769896120,46.90785,7.1106483,Volg,supermarket,Courgevaux,Chemin de l'Ancienne Poste,4,1796
node,790036550,46.2288146,6.1200851,Migros,supermarket,Le Grand-Saconnex,Rue Sonnex,20,1218
node,800656826,47.1310282,8.7436436,Denner,supermarket,Einsiedeln,Heidenbühl,2,8840
node,800659128,47.1285949,8.743477,Volg,supermarket,Einsiedeln,Zürichstrasse,6,8840
node,800742061,47.1870489,8.397358,Landi,supermarket,Sins,Bahnhofstrasse,32,5643
node,804534298,47.5671248,7.5948273,Denner,supermarket,Basel,Hammerstrasse,129,4057
node,805177106,46.1673272,8.7624523,Coop,supermarket,Losone,Via Mezzana,30,6616
node,831519655,46.9398302,7.7876463,Migros,supermarket,Langnau i. E.,Schlossstrasse,1a,3550
node,831775970,47.3005016,8.3126826,Volg,supermarket,Boswil,Zentralstrasse,22,5623
node,833359581,46.7999002,6.7453686,Coop,supermarket,Yvonand,Grand'Rue,16,1462
node,835610427,47.0977177,9.3527532,ALDI,supermarket,Flums,Lochrietstrasse,18,8890
node,837957539,47.6420848,9.1957519,Migros,supermarket,Kreuzlingen,Bleichestrasse,15,8280
node,840913865,46.5283611,8.610678,Coop,supermarket,Airolo,Via San Gottardo,41,6780
node,841975023,47.3850141,8.4221039,Migros,supermarket,Urdorf,Birmensdorferstrasse,87,8902
node,847024491,46.5308968,6.6345902,Coop,supermarket,Lausanne,Avenue du Parc-de-la-Rouvraie,3,1018
node,862942472,47.0924335,9.0585806,ALDI,supermarket,Näfels,Oberdorf,54,8752
node,865090321,47.3246549,8.2066428,Volg,supermarket,Seengen,Poststrasse,20,5707
node,891896182,47.3508913,8.6431507,Migros,supermarket,Ebmatingen,Zürichstrasse,108,8123
node,895808079,47.0597535,8.8023233,Volg,supermarket,Unteriberg,Schmalzgrubenstrasse,6,8842
node,898174751,47.346669,7.9094486,Migros,supermarket,Olten,Louis Giroud-Strasse,20,4600
